,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum,Weekly_Sales_sum
2010-04-05,15.949682799999998,20.661877199999996,4.232943999999998,19.7924712,3.3140600000000004,17.703339000000007,5.611451399999999,9.1450091,5.4520631999999996,21.386519700000008,14.4621026,10.118222999999999,21.424821399999995,24.956305099999994,7.184707100000003,4.9050369,8.485511699999998,12.541078400000004,16.4298023,24.053952199999994,7.536641199999999,11.7734099,15.566276199999999,14.783212600000002,8.224863699999998,10.298492000000001,20.539529699999996,14.415594000000004,5.9962925,4.5788406,13.576006800000002,11.3173294,2.7463451999999995,9.794286599999998,11.896804700000002,4.3597282,5.401896999999998,3.6892955000000005,14.6394262,10.414261300000001,11.688263899999999,5.0590741,6.501028000000001,2.862105,8.772359600000001
2010-04-12,15.454185300000004,19.548072100000002,4.1587027999999995,18.184527199999998,3.2802048999999998,16.671818199999997,4.8426325,9.160339200000001,5.293843099999999,20.410693699999992,14.703083199999993,10.412388699999996,18.9833589,22.587812799999995,6.346283900000001,4.240998499999999,7.7022802000000015,11.744475499999997,14.896133199999996,20.077962599999996,7.511814000000003,10.331739000000002,12.644347000000002,13.7957963,7.1264997,10.2229381,19.558141300000003,13.823592100000003,5.699372300000001,4.548009600000001,13.957100900000004,10.958892199999998,3.2520105000000004,9.506842,11.980149700000002,4.530169100000001,5.1332755,3.4163046000000006,13.270352699999995,9.198391899999999,10.821582099999999,5.825522600000001,6.930583400000001,2.573613,8.337826999999999
2010-04-19,14.6605828,18.749579400000002,3.5499325999999995,18.5151969,3.068586900000001,15.19846360000001,4.0622819,8.8291712,4.8576432,18.262414400000004,13.2324335,9.580125200000003,18.1966044,21.218076099999998,6.4120865,4.363124099999999,7.5773876000000016,11.355776200000001,14.603546699999997,19.857845900000004,7.160265100000001,10.009686700000003,12.888237199999995,12.6826672,7.153116,9.055483800000001,18.575009599999998,12.682406599999998,5.0910084000000015,4.7105416,13.6744828,10.8276327,3.0777964,9.233445399999997,10.8448755,4.8369956,5.2454483,3.3772348999999995,12.428749800000002,8.826369600000001,10.433887899999997,5.4952816,6.752821999999999,2.8004873999999993,7.822235699999996
2010-04-26,13.9125612,18.219909299999998,3.3997665000000015,18.026779000000005,2.8883973,15.404359899999998,4.0475125,8.5044026,4.886835700000001,18.295218299999995,12.837665500000004,9.938334399999999,19.093307699999993,21.381449099999998,6.430976000000003,3.7023093999999994,9.777938299999999,11.324455499999996,14.567933299999995,18.7886242,7.187805900000002,9.695944699999998,13.1502308,12.6411701,6.945365999999997,8.8193087,18.5020547,12.441772100000001,5.0535966000000005,4.624543900000001,12.804707799999997,10.725115800000003,2.6326301999999995,9.102406800000002,11.108313099999998,4.341168,5.2701978,3.3512181999999995,12.802318500000004,8.4495849,10.6734074,4.923647699999999,6.3896134999999985,2.7828703999999997,7.497790999999999
2010-05-03,14.251007100000002,18.0245029,3.612483899999998,18.1727328,2.986978399999999,14.987781599999996,3.736556099999999,7.786726400000004,4.917234199999999,17.9069459,12.3976689,9.5427822,17.8582548,20.823551199999997,5.7079111,3.835743899999999,8.077987300000002,10.6044942,14.050655700000007,19.1905917,6.805326900000001,9.776830600000004,12.594145200000003,12.599801499999995,7.069240199999999,9.045038499999999,18.058964399999994,11.8697102,5.010134699999999,4.5614034,12.432002400000002,10.667993099999997,2.7588323,8.599221899999996,10.969306500000004,4.5789964,5.1785083,3.3797965000000008,12.638365899999997,8.168383099999998,10.639601099999998,4.7762151,6.3074011,2.7299765000000003,7.372655699999999
2010-05-10,16.039551200000002,20.4258269,3.993238600000002,20.0062614,3.3358060000000007,16.199305399999997,3.954538300000001,9.168209599999999,5.2613661,19.214321600000005,13.123297800000003,10.432402699999999,20.054822099999996,23.70117920000001,6.613488800000002,4.032172199999998,8.438486500000002,12.222554699999998,15.662197699999998,21.3724138,7.449694200000002,10.529748,13.655522799999996,14.097050299999998,7.244809700000001,10.744797300000002,19.3946184,15.3289322,5.684973499999997,4.5788394,13.818012999999999,11.336623300000003,3.2687013000000005,9.5349548,11.821048500000002,4.8937202,5.432347699999999,3.8365743999999995,13.557042100000002,10.097970599999998,11.757417199999999,5.8287122,6.914986000000001,2.8537985999999997,8.121907599999998
2010-05-17,14.942515000000002,18.807523599999996,3.8435794000000008,18.7559728,2.9667376999999995,15.240594000000002,3.7267361000000006,8.733378399999998,4.927928000000001,18.0805641,12.667961299999996,9.6605497,18.902734399999996,21.297711299999992,5.943852000000001,4.017709,8.137560899999999,10.926164899999998,14.373274500000003,20.332116199999998,7.2356288000000015,9.735853299999997,13.030550899999998,13.467833500000001,6.980927299999999,9.726635899999998,18.424697800000004,12.458987300000004,5.189408800000002,4.618680899999999,12.872885900000004,10.7933048,3.3117351,9.3392444,11.0428304,4.7673374,5.0519608,3.461743,12.270087000000002,9.0726247,11.1643902,5.643455500000001,6.908515900000001,2.8651592,7.581822
2010-05-24,13.996620700000003,18.969370999999995,3.437631700000001,19.037526,3.0161549,15.319384400000004,3.9520274000000017,8.1833321,5.0627494,18.476135799999994,12.716523500000006,9.583745599999999,18.536616000000002,21.081870999999996,6.1659809999999995,4.353005100000001,8.2663444,11.016313799999999,13.777161699999999,18.937758999999996,7.533617200000001,9.799828899999996,13.274257799999997,12.834828499999999,7.041179000000001,9.8676501,18.365974799999996,12.1792371,5.020218200000002,4.557538,13.374056000000001,11.438193499999999,2.9428808,9.136163199999997,10.7818218,4.749179800000001,5.104947,3.404970800000001,13.5067398,8.8561391,11.6323433,5.044330400000001,6.720620799999998,2.6706535,7.478882499999999
2010-05-31,14.320699500000002,19.571138899999998,3.501962299999999,18.575337,3.100210700000001,16.4447066,4.427345500000001,8.680415599999998,5.5814353,19.046181699999998,12.642725200000003,9.554511599999993,18.7735886,22.2715216,7.447728800000003,4.794300000000002,8.728176199999998,12.562827899999998,16.488826200000002,20.659849499999996,7.553134699999999,11.037403999999999,15.711585599999996,14.738681499999998,7.924464400000001,10.698515899999997,19.624686699999998,11.765882500000002,5.7762766,4.624741599999999,13.094371699999996,12.056628500000004,2.7924633,9.4286838,12.2378148,4.4705042,5.3224122,3.2646943,13.655425900000003,10.084830699999998,12.466792400000005,4.8412003,6.303157599999999,2.9189100999999997,8.010984300000004
2010-06-07,16.1552471,21.025399299999997,3.969687999999999,19.0329058,3.3782588999999983,18.573849699999997,5.0918322,9.5822541,5.860614599999998,19.314062799999995,13.963221899999997,10.493623300000001,20.2270522,23.636914700000005,6.9319250000000014,5.1629581,8.769028700000002,12.7131176,15.190834899999997,22.0362335,8.060242099999998,10.955490100000002,15.144385100000012,15.6666891,7.641554399999999,10.0320266,20.731025900000002,15.4367802,5.8801766,4.583436999999999,14.276245000000003,11.492374600000002,2.8510000000000004,9.661875099999996,12.823787099999997,4.7108888,4.7919502000000005,3.7618488000000005,15.1222789,10.5242903,13.050680999999999,5.560497000000001,6.8201253,2.8235182,8.375486200000003
2010-06-14,15.4256109,20.2553876,3.5501708999999986,18.70619230000001,2.9664190999999995,16.8565235,4.9858872,9.148358600000002,5.2271567999999995,18.275234899999997,13.395708499999994,10.160397099999999,20.3788534,22.495700399999997,6.1933729,5.3560231,8.452522099999996,11.7353882,14.106869399999999,21.0048979,7.843055500000003,10.6123772,14.394320599999995,13.7545821,7.371631999999998,10.7386259,18.7381293,13.489951699999999,5.407165799999999,4.4553016,13.770923300000002,11.920870899999999,3.1080078999999996,9.546815599999997,11.604367100000003,4.6771118,4.819151099999999,3.5482864999999997,13.714053300000003,10.0757467,12.171993900000002,6.072185999999999,6.840239499999999,2.968182,7.9469876999999975
2010-06-21,15.032840599999998,20.0163696,3.6407684999999996,19.2973635,3.137955999999999,16.772482399999998,4.811440900000003,8.6992256,5.130738699999998,18.376557800000004,13.3656092,9.562111999999999,20.0343531,22.486455900000003,6.523365299999999,5.401498499999999,8.780112699999998,11.832349199999994,14.573143900000003,20.919133299999995,7.851042900000001,10.5289525,15.077089299999992,13.5416818,7.804449399999999,10.0128667,18.8722427,12.6761906,5.587317400000001,4.477275199999999,13.680947999999999,11.5019172,2.7239908,9.416120399999999,11.9802576,4.8569472000000005,5.0576162,3.3569185000000004,13.683124499999996,9.731052999999996,12.029630599999994,5.2941864,7.000097699999999,2.934813599999999,8.151305000000002
2010-06-28,14.227115999999997,19.399270899999998,3.573464800000001,18.466519499999997,2.9525730000000006,16.40681880000001,5.537148700000001,8.149191099999998,5.092632799999999,17.681723100000003,12.620539199999994,9.5800769,19.7039377,22.461799100000007,6.721940299999998,5.465549599999998,8.940104399999997,12.210211700000002,14.504073199999999,19.7313587,7.698537500000001,10.950223299999998,14.152168799999998,13.9907375,7.375691399999999,9.7624209,19.626950100000002,12.310250699999996,5.8554879,4.5321024,13.035237300000002,11.247637399999997,2.5941991,8.9580007,12.302457400000002,4.348798700000001,4.8541939,3.220467600000002,12.804148,9.4040503,11.7420952,4.8432758,6.252151399999999,2.8824724000000006,7.922991500000001
2010-07-05,14.924181399999997,20.039406400000004,3.8115172000000013,18.813372100000002,3.0599327,17.5977725,5.755707700000001,8.5233375,5.2883354,18.459064700000006,13.026001400000002,9.519573099999997,20.183147099999996,23.347884199999996,7.093371100000001,6.106414200000001,9.5888537,12.579299100000005,15.4901868,21.436767699999997,7.114707999999999,11.204352499999997,15.492811799999997,15.633879399999998,7.5940787,10.784554799999997,20.245540999999992,13.999601499999999,5.8147355,4.503374699999999,13.117049200000006,11.879886399999998,2.6749576,9.1922936,12.459270799999995,4.342521499999999,4.9829253,3.6118147999999994,13.525477,10.8757878,12.732797900000003,5.071687999999999,6.6735379,3.0062818999999994,8.001481100000001
2010-07-12,15.460741799999997,18.809026199999995,3.4921417999999997,18.122082199999998,2.918088700000001,16.903179899999998,5.934623400000003,8.453377699999997,4.853891499999999,17.697933699999993,12.801564699999997,9.4350628,18.708439000000002,22.362091299999996,6.9149762,6.142533299999998,8.369909199999999,11.713914100000006,15.776192400000005,21.072858500000006,7.146788699999996,10.926542600000003,14.1753578,16.655025500000004,7.195911299999996,11.223565299999997,21.1916301,13.402938699999998,5.634494299999999,4.362934,13.151183999999997,10.7725367,3.0242393,9.112108099999999,12.687717600000001,4.7171359,5.0245603999999995,3.4385034,13.3047347,10.5825091,11.760795900000002,5.7006948,7.187483299999999,2.8047428,7.870619999999999
2010-07-19,14.489389200000002,18.458797900000004,3.527287799999999,18.9842766,2.807017,15.601208,5.5716635000000005,8.486305700000003,4.7403051,18.28052469999999,12.906095399999998,9.1640276,19.322350500000006,21.3028877,6.332626899999999,5.8658369,8.7659141,11.155146100000001,14.1215702,20.318521600000008,7.550984099999999,9.883929900000002,14.131241099999997,14.186970499999997,7.269978400000003,10.281517199999998,18.806916400000006,12.253364099999997,5.1229201,4.3806871,13.354337200000002,11.2017224,2.8093783999999995,9.302697900000002,11.244148699999998,4.6696203999999994,4.851500100000001,3.3827771,13.398116800000002,9.5922909,11.797883800000006,5.5883727,6.9684436,2.9709995,7.237089899999997
2010-07-26,13.850652000000004,17.817177100000002,3.5286448999999998,18.4842678,2.7474263,15.852409200000002,5.702312100000002,7.855288400000001,4.626765000000001,18.317360299999997,12.443900299999997,9.1240367,19.073511999999994,20.4416539,5.987324300000001,5.883441800000001,8.935048700000001,10.329082300000003,13.720437099999995,19.005359000000002,7.658234800000001,9.741231999999997,13.336344499999996,13.337403499999997,6.652909300000002,9.716156199999999,18.0825071,12.058849799999996,5.065020900000002,4.4049133000000005,12.760668399999997,11.095741100000003,2.5273431,9.0205095,11.217564300000001,4.520212,4.9199812000000005,3.283368499999999,13.146518300000007,9.223418200000001,11.922138700000003,4.9111586,6.4903555,2.9268015999999992,7.1460111
2010-08-02,13.719866000000001,18.053441600000003,3.4795504999999998,17.966376100000005,2.6893608,15.323087800000003,6.0354716,7.872950899999998,4.686751899999999,18.328335100000004,12.5017889,9.135482500000002,18.1788723,20.5486828,6.192240600000001,5.6263366999999995,8.335171900000002,10.785576200000001,13.6645396,19.558965899999997,7.158762699999999,9.707736400000002,13.1977355,13.875176300000001,6.8212433999999975,10.0532428,18.164895299999998,11.5020471,5.098727699999999,4.3789375999999995,12.3209314,10.653540500000004,2.4204703000000003,8.759768300000001,11.3916178,4.324519099999999,4.8791295,3.3637838,13.082222400000004,9.533930199999999,12.111366300000002,4.6959857,6.2211223,2.7502096,7.1685927000000005
2010-08-09,16.0549178,19.919099799999994,4.026357599999999,19.0763858,3.0304302,16.332415899999997,6.438541699999999,8.933997699999999,5.228154499999998,19.4933609,13.696349199999998,9.6757695,19.6912145,22.198135000000004,6.396512400000001,5.869364500000001,7.9530116999999985,11.6614501,14.920608900000001,19.1017738,7.392791900000001,10.103261400000003,14.170190700000001,14.4281928,6.994644300000002,11.253297699999997,19.080366799999997,15.231013800000001,5.1978793,4.4142406,13.5240408,11.445620899999998,2.6278995000000003,9.8743535,11.802423900000006,4.6744294,5.085766199999999,3.7857444,14.100216699999997,10.572958699999996,13.381327200000005,5.7954421,6.985360600000001,2.9680448999999998,7.4651732000000015
2010-08-16,15.082377600000004,18.956010499999994,3.3959737999999984,20.070507499999994,2.8647734999999996,15.476549800000003,5.981854,8.679192099999998,4.818979799999999,19.629966999999997,13.843391000000004,9.282644,18.775925500000003,20.529848099999995,6.2243708,5.4375797,7.5999518,10.847227800000002,14.180270799999999,20.710224500000002,7.935891799999995,9.931024,13.463459699999998,13.842437499999997,6.860723900000001,10.119382900000002,18.6443612,12.186880899999998,4.952689999999998,4.441600699999999,13.277193399999998,11.5797568,2.6536751,9.5120865,10.905875,4.704368,4.9181583,3.4140072,13.714656600000003,9.240117600000003,12.859765300000003,5.8308447,7.1347990999999995,2.9102808999999996,7.2226221
2010-08-23,15.1308049,19.6483323,3.517282100000002,19.971810899999994,2.8720537999999993,15.399304999999995,5.823531700000002,8.706764399999999,4.9932538,19.8319056,14.302036499999996,9.484473399999997,19.973976299999993,20.571383100000006,6.370904400000001,5.215169600000001,7.839296999999999,11.418606700000002,14.193831900000001,19.75374560000001,8.488732800000001,10.170454399999999,14.399010499999997,13.7530754,7.244998099999998,10.073853599999998,19.368784599999998,11.958976000000002,5.3164019,4.471398,13.7675013,11.898878599999996,2.3051949,9.8515294,10.337195000000003,4.379499,4.869307200000001,3.291397300000001,14.7183952,9.323970000000001,13.5383839,5.009456299999999,7.1286909,2.847405,7.0856829
2010-08-30,14.491429200000004,18.638404900000005,3.6213409000000016,18.484039199999998,2.8851975,14.507661200000001,5.5430924,8.8881678,5.0678966,17.275676699999998,13.112630699999999,10.0451646,19.082782700000003,20.203320699999995,6.497941499999998,5.810105200000003,8.025838900000002,12.1430276,15.5788816,19.463695700000006,8.563325700000004,10.8142096,15.846233599999998,13.500593500000003,7.1146195,9.773225199999999,18.706842100000003,11.9158592,5.457661300000002,4.4381078,13.266219800000002,11.4050103,2.2403119,8.5542139,9.177100599999997,4.120507300000001,5.1215725,3.2286856000000004,14.175159300000004,9.2232802,11.731316300000003,4.6599351,6.5528469,2.9315508,7.2174432999999985
2010-09-06,15.4016353,19.0460809,3.6647396999999993,19.3585758,3.23798,15.109253199999996,5.327650500000001,8.990364700000002,5.1104906,17.6634845,13.039142700000003,10.759323900000002,19.118525799999997,21.825636599999996,6.386472099999999,5.420878899999999,8.3440173,11.8735977,16.2351964,21.215614100000007,7.277728000000001,10.745358799999998,14.051192300000004,13.663815999999999,6.857000799999997,10.3754971,19.081108999999998,15.235683399999994,5.7927238,4.615489800000001,13.0206448,10.959325100000001,2.3740582000000003,9.643567399999998,9.4866079,4.3129445,5.1049191,3.770965499999999,13.453066099999996,9.764533400000001,12.233555,5.246580600000001,6.8932691,2.9588011999999995,7.901447000000001
2010-09-13,15.074606900000001,18.3912883,3.5226097000000007,18.658208100000003,3.0653307999999995,14.242254399999997,5.357693200000001,8.314252,4.848352000000001,17.205302299999996,12.314284599999999,9.031190300000002,17.721439399999994,21.917677599999998,6.419942000000002,5.375226699999998,12.008882799999999,10.112011200000001,15.914533899999999,20.155527900000006,6.740558099999999,9.241793399999999,12.728428499999996,14.744985900000001,6.558159499999997,10.422262999999997,19.134948100000003,12.4606217,4.9132536999999985,4.551629199999999,13.0817902,10.286353900000002,2.7283487999999996,9.3224096,9.616877799999997,4.3447138,5.1029607,3.362276900000001,12.796664700000004,9.676088199999997,11.726781500000001,5.890910399999999,7.2214314,2.8345513,7.2147722
2010-09-20,14.3037867,17.939035999999998,3.6306464000000007,19.00857610000001,2.8255864999999996,13.085377499999998,4.8940852999999995,8.367078500000002,4.6344859000000005,17.167557799999994,12.156763100000003,8.528826100000002,17.9027974,19.5353985,5.832108699999997,5.2204952,8.7126425,9.979982099999997,13.8678931,19.483597800000002,6.843418600000002,9.182859699999998,11.5920156,12.732954600000001,6.289898799999999,9.234736999999999,16.2997846,11.598123499999998,4.637528899999999,4.6205819,12.941504299999997,10.439623599999997,2.4627718,8.8544547,8.314436100000002,4.5469421,5.0125139999999995,3.3625918999999995,12.529204299999995,8.5504695,11.111709100000002,5.3687158,7.250430399999999,2.7936412999999995,7.169875800000002
2010-09-27,13.5179103,17.2455722,3.5562687,18.106846800000003,2.9313158,12.7559184,4.880088300000001,7.7372508,4.533032199999998,16.551466000000005,11.701032499999998,8.5191934,17.0565509,18.803891300000004,5.485654700000001,5.1133032,8.528762899999998,9.508629199999996,13.183435800000003,17.8968765,6.716880600000001,9.027792499999999,10.990556499999999,11.694132699999997,6.078193300000001,8.686363,15.970027099999998,11.1179721,4.653384100000001,4.483921700000001,12.3025025,10.674320999999999,2.3197684,8.675390699999998,7.581468499999997,4.193485900000001,4.942654800000001,3.3060490000000002,11.994495399999996,8.4439381,11.1096178,4.922696,6.502684499999999,2.8131378,6.7822857999999995
2010-10-04,14.533294999999997,18.274404299999993,3.5878409999999996,18.4282102,2.8317812,13.2846889,4.489987299999999,8.0410549,4.956921900000001,16.458929700000006,11.825934600000002,8.5093626,17.655955599999995,18.557036599999993,5.669597499999997,4.6397753999999996,8.292072699999999,9.489944999999999,13.794563,19.337192100000003,6.771583899999997,9.059871700000002,11.299094400000001,12.152732000000002,6.586401400000002,9.2322152,15.4353283,12.030804099999997,4.746980100000001,4.454753000000001,12.139816399999999,10.610895599999997,2.2430037,8.657181099999999,7.710670900000005,4.2216947000000005,5.2987793,3.6025658000000007,12.195839100000002,8.911523299999999,11.092163499999998,4.815239300000001,6.5710877000000005,3.0015244999999995,6.900077599999999
2010-10-11,15.0829793,18.499214400000003,3.951073500000001,19.51494850000001,2.9049485,13.603179000000004,4.8023988000000015,8.703498599999998,5.0506921,17.721924199999997,12.934728,9.183356799999997,18.719240699999997,20.916632,5.916037899999999,4.428941999999999,8.277400600000002,11.074327099999998,14.289607199999997,20.603892699999992,6.805794899999995,10.150516200000002,11.798866799999997,13.619449400000002,6.7428386,10.010695199999999,17.0766287,13.395608100000002,5.300590600000001,4.620804700000001,13.001316800000001,10.8548344,2.6648419,9.3171067,8.746160199999998,4.4435161,5.244836500000002,3.5127135999999997,12.8659859,9.724213800000001,11.6204224,5.9976940999999995,7.1333253999999995,2.7952444,7.4578209999999965
2010-10-18,14.594090999999997,17.954534899999995,3.4558438999999996,18.673450900000002,2.8068120000000008,13.445809200000005,4.633704799999999,8.2654696,4.5476968,17.0464825,11.7500367,8.624198400000003,18.5143106,19.321626299999995,5.770112599999999,4.521692799999999,8.3829732,10.296180999999999,13.693176299999996,19.506763900000003,6.9345203999999985,9.544014599999999,11.198097100000002,13.0080674,6.160947200000001,9.3795689,17.283882000000006,11.5806299,4.830116900000001,4.5394389,12.6585243,10.966928800000002,2.5173292000000003,8.887036199999997,7.983769899999996,4.533081500000001,4.989258599999999,3.3774325999999997,12.38742,9.1788317,11.339133300000004,5.592853499999999,6.998526799999998,2.6870843000000004,7.152632999999998
